casts,cover,cover_x,cover_y,directors,id,rate,star,title,url
"['丹尼·艾夫曼', '克里斯·萨兰登', '凯瑟琳·欧哈拉', '威廉·赫基', '格伦·沙迪克斯']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p470366787.jpg,513,755,['亨利·塞利克'],1297131,8.2,40,圣诞夜惊魂,https://movie.douban.com/subject/1297131/
"['爱德华·诺顿', '保罗·吉亚玛提', '杰西卡·贝尔', '卢夫斯·塞维尔', '埃迪·马森']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453713910.jpg,1050,1500,['尼尔·博格'],1467044,7.6,40,魔术师,https://movie.douban.com/subject/1467044/
"['马特·达蒙', '斯嘉丽·约翰逊', '托马斯·哈登·丘奇', '艾丽·范宁', '派屈克·福吉特']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1286451166.jpg,693,1024,['卡梅伦·克罗'],3578925,7.8,40,我家买了动物园,https://movie.douban.com/subject/3578925/
"['查宁·塔图姆', '珍娜·迪万-塔图姆', '马里奥', '德鲁·西德拉', '瑞切尔·格里菲斯']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p477592337.jpg,1620,2401,['安妮·弗莱彻'],1829230,7.6,40,舞出我人生,https://movie.douban.com/subject/1829230/
"['让·杜雅尔丹', '贝热尼丝·贝乔', '约翰·古德曼', '詹姆斯·克伦威尔', '比茜·图诺克']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1341284796.jpg,3668,5000,['米歇尔·阿扎纳维西于斯'],6097775,8.4,40,艺术家,https://movie.douban.com/subject/6097775/
"['克里斯·海姆斯沃斯', '丹尼尔·布鲁尔', '奥利维亚·王尔德', '亚历山德拉·玛丽亚·拉娜', '娜塔莉·多默尔']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2282427976.jpg,443,620,['朗·霍华德'],6803494,8.7,45,极速风流,https://movie.douban.com/subject/6803494/
"['西尔莎·罗南', '马克·沃尔伯格', '蕾切尔·薇兹', '苏珊·萨兰登', '斯坦利·图齐']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p635955447.jpg,500,741,['彼得·杰克逊'],1892531,7.1,35,可爱的骨头,https://movie.douban.com/subject/1892531/
"['杰瑞德·吉尔曼 ', '卡拉·海沃德', '布鲁斯·威利斯', '爱德华·诺顿', '弗兰西斯·麦克多蒙德']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1791964116.jpg,1984,2835,['韦斯·安德森'],5360889,8.2,40,月升王国,https://movie.douban.com/subject/5360889/
"['克里斯蒂安·贝尔', '詹妮弗·杰森·李', '艾塔娜·桑切斯-希洪', '约翰·沙拉恩', '迈克尔·艾恩塞德']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453944400.jpg,1012,1500,['布拉德·安德森'],1309160,7.5,40,机械师,https://movie.douban.com/subject/1309160/
"['梅丽尔·斯特里普', '艾米·亚当斯', '斯坦利·图齐', '克里斯·梅西纳', '琳达·伊蒙']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p596884844.jpg,963,1431,['诺拉·艾芙隆'],2996640,8.0,40,朱莉与朱莉娅,https://movie.douban.com/subject/2996640/
"['休·杰克曼', '米歇尔·威廉姆斯', '扎克·埃夫隆', '赞达亚', '丽贝卡·弗格森']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2511346392.jpg,644,900,['迈克尔·格雷西'],3914513,7.7,40,马戏之王,https://movie.douban.com/subject/3914513/
"['比尔·默瑞', '安迪·麦克道威尔', '克里斯·艾略特', '斯蒂芬·托布罗斯基', '布赖恩·道尔']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2493191199.jpg,1760,2588,['哈罗德·雷米斯'],1300613,8.5,45,土拨鼠之日,https://movie.douban.com/subject/1300613/
"['比约克', '凯瑟琳·德纳芙', '大卫·摩斯', '彼得·斯特曼', '乔尔·格雷']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910831341.jpg,1353,2000,['拉斯·冯·提尔'],1291562,8.3,40,黑暗中的舞者,https://movie.douban.com/subject/1291562/
"['郎雄', '王莱', '王伯昭', '戴布·斯内德', '李涵']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1814163048.jpg,490,686,['李安'],1306939,8.4,40,推手,https://movie.douban.com/subject/1306939/
"['瑞恩·雷诺兹', '何塞·路易斯·加西亚·佩雷斯', '罗伯特·帕特森']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p598565639.jpg,3892,6000,['罗德里戈·科尔特斯'],3819877,7.8,40,活埋,https://movie.douban.com/subject/3819877/
"['连姆·尼森', '玛姬·格蕾斯', '法米克·詹森', '拉德·舍博德兹加', '卢克·葛莱姆斯']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1611003652.jpg,1382,2048,['奥利维尔·米加顿'],3606971,6.7,35,飓风营救2,https://movie.douban.com/subject/3606971/
"['詹妮弗·洛芙·休伊特', '保罗·尼科尔斯', '汤姆·威尔金森', '黛安娜·哈卡索', '露茜·达文波特']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480953787.jpg,513,770,['吉尔·约格尔'],1440703,8.0,40,爱再来一次,https://movie.douban.com/subject/1440703/
"['崔凡特·罗兹', '安德烈·霍兰', '马赫沙拉·阿里', '娜奥米·哈里斯', '加奈儿·梦奈']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2373594741.jpg,2071,3000,['巴里·詹金斯'],26648249,7.3,35,月光男孩,https://movie.douban.com/subject/26648249/
"['罗伯特·帕丁森', '克里斯汀·斯图尔特', '泰勒·洛特纳', '杰克逊·拉斯波恩', '阿什丽·格林尼']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1725916674.jpg,3377,5000,['比尔·康顿'],4889554,6.6,35,暮光之城4：破晓(下),https://movie.douban.com/subject/4889554/
"['阿尔·帕西诺', '罗伯特·德尼罗', '方·基默', '强·沃特', '汤姆·塞兹摩尔']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2193849510.jpg,800,1200,['迈克尔·曼'],1295686,8.4,40,盗火线,https://movie.douban.com/subject/1295686/
"['汤姆·休斯克', 'F·默里·亚伯拉罕', '伊丽莎白·贝里奇', '罗伊·多特里斯', '杰弗瑞·琼斯']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p595764767.jpg,962,1500,['米洛斯·福尔曼'],1293399,8.6,45,莫扎特传,https://movie.douban.com/subject/1293399/
"['朱利安·夏特金', '莉顿·梅斯特', '黛博拉·梅辛', '欧嘉·梅雷迪斯', '韦恩·普雷特洛']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2261938616.jpg,1083,1600,['弗兰克·威利'],25738406,8.2,40,如晴天，似雨天,https://movie.douban.com/subject/25738406/
"['扎克·埃夫隆', '凡妮莎·哈金斯', '阿什丽·提斯代尔', '卢卡斯·格拉比', '科宾·布鲁']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1358935191.jpg,2808,3600,['肯尼·奥特加'],1986338,7.2,35,歌舞青春2,https://movie.douban.com/subject/1986338/
"['科林·费尔斯', '朱丽安·摩尔', '尼古拉斯·霍尔特', '马修·古迪', '金妮弗·古德温']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p468904919.jpg,490,700,['汤姆·福特'],3275168,8.5,45,单身男子,https://movie.douban.com/subject/3275168/
"['克里斯·埃文斯', '麦肯娜·格瑞丝', '琳赛·邓肯', '珍妮·斯蕾特', '奥克塔维亚·斯宾瑟']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2394315478.jpg,1000,1481,['马克·韦布'],26593587,8.2,40,天才少女,https://movie.douban.com/subject/26593587/
"['阿曼达·塞弗里德', '盖尔·加西亚·贝纳尔', '克里斯托弗·艾甘', '瓦妮莎·雷德格瑞夫', '马西娅·德波尼斯']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p546362391.jpg,2025,3000,['盖瑞·温尼克'],3346464,7.6,40,给朱丽叶的信,https://movie.douban.com/subject/3346464/
"['艾玛·汤普森', '凯特·温丝莱特', '休·格兰特', '艾伦·瑞克曼', '汤姆·威尔金森']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1107322461.jpg,503,755,['李安'],1299193,8.3,40,理智与情感,https://movie.douban.com/subject/1299193/
"['娜塔莉·波特曼', '斯嘉丽·约翰逊', '艾瑞克·巴纳', '吉姆·斯特吉斯', '马克·里朗斯']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p597623489.jpg,2019,3000,['贾斯汀·查德维克'],1863955,6.9,35,另一个波琳家的女孩,https://movie.douban.com/subject/1863955/
"['塞缪尔·杰克逊', '凯文·史派西', '大卫·摩斯', '朗·瑞弗金', '保罗·吉亚玛提']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1971419890.jpg,941,1279,['F·加里·格雷'],1293434,8.4,40,王牌对王牌,https://movie.douban.com/subject/1293434/
"['约瑟夫·费因斯', '格温妮斯·帕特洛', '杰弗里·拉什', '朱迪·丹奇', '汤姆·威尔金森']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p827467635.jpg,950,1351,['约翰·马登'],1300220,7.3,35,莎翁情史,https://movie.douban.com/subject/1300220/
"['休·杰克曼', '凯特·贝金赛尔', '罗彼·考特拉尼', '大卫·文翰', '理查德·劳斯伯格']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1827627208.jpg,2004,3000,['斯蒂芬·索莫斯'],1309136,7.1,35,范海辛,https://movie.douban.com/subject/1309136/
"['爱德华·诺顿', '爱德华·福隆', '比佛莉·德安姬罗', '艾弗利·布鲁克斯']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792437057.jpg,1000,1477,['托尼·凯耶'],1293527,8.5,45,美国X档案,https://movie.douban.com/subject/1293527/
"['艾米·亚当斯', '杰克·吉伦哈尔', '迈克尔·珊农', '亚伦·泰勒-约翰逊', '艾拉·菲舍尔']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2391556881.jpg,1687,2500,['汤姆·福特'],26353372,7.4,35,夜行动物,https://movie.douban.com/subject/26353372/
"['贾登·史密斯', '成龙', '塔拉吉·P·汉森', '韩雯雯', '于荣光']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p512634618.jpg,1000,1469,['哈罗德·兹瓦特'],3074503,6.3,30,功夫梦,https://movie.douban.com/subject/3074503/
"['瑞恩·高斯林', '米歇尔·威廉姆斯', '费丝·瓦拉迪卡', '约翰·道曼', '迈克·沃格尔']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p710464565.jpg,3906,5778,['德里克·斯安弗朗斯'],2974278,7.8,40,蓝色情人节,https://movie.douban.com/subject/2974278/
"['亚当·鲍德温', '马修·莫迪恩', '文森特·多诺费奥', '李·厄米']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2204920889.jpg,1564,2391,['斯坦利·库布里克'],1300055,8.5,45,全金属外壳,https://movie.douban.com/subject/1300055/
"['杰米·福克斯', '杰拉德·巴特勒', '科尔姆·米尼', '布鲁斯·麦克吉尔', '莱丝莉·比伯']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p769556650.jpg,633,950,['F·加里·格雷'],3009161,7.9,40,守法公民,https://movie.douban.com/subject/3009161/
"['汤姆·汉克斯', '丹泽尔·华盛顿', '安东尼奥·班德拉斯', '乔安娜·伍德沃德', '罗伯塔·马克斯韦尔']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p750348993.jpg,1000,1500,['乔纳森·戴米'],1293145,8.6,45,费城故事,https://movie.douban.com/subject/1293145/
"['亚伦·保尔', '达科塔·约翰逊', '伊莫琴·普茨', '迈克尔·基顿', '多米尼克·库珀']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2172119522.jpg,2000,2882,['斯科特·沃'],20257326,7.2,35,极品飞车,https://movie.douban.com/subject/20257326/
"['帕特里克·威尔森', '维拉·法米加', '麦迪逊·沃尔夫', '弗兰西丝·奥康纳', '劳伦·埃斯波西托']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2360924286.jpg,3375,5000,['温子仁'],24860563,7.6,40,招魂2,https://movie.douban.com/subject/24860563/
"['凯瑞·穆里根', '安德鲁·加菲尔德', '伊兹·米克尔-斯莫', '凯拉·奈特莉', '查理·罗']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p564143648.jpg,1937,2862,['马克·罗曼尼克'],3321409,7.7,40,别让我走,https://movie.douban.com/subject/3321409/
"['基努·里维斯', '艾塔娜·桑切斯-希洪', '安东尼·奎恩', '吉安卡罗·吉安尼尼']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p575591684.jpg,506,755,['阿方索·阿雷奥'],1300945,7.8,40,云中漫步,https://movie.douban.com/subject/1300945/
"['凯文·科斯特纳', '惠特尼·休斯顿', '加里·凯普', '比尔·考布斯', '拉尔夫·韦特']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1679820460.jpg,1710,2563,['米克·杰克逊'],1299362,7.9,40,保镖,https://movie.douban.com/subject/1299362/
"['奥斯卡·伊萨克', '凯瑞·穆里根', '约翰·古德曼', '加内特·赫德兰', 'F·默里·亚伯拉罕']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2156418604.jpg,1794,2774,"['乔尔·科恩', '伊桑·科恩']",6887029,8.0,40,醉乡民谣,https://movie.douban.com/subject/6887029/
"['基努·里维斯', '阿尔·帕西诺', '查理兹·塞隆', '杰弗瑞·琼斯', '朱迪思·爱薇']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1695005982.jpg,1900,2850,['泰勒·海克福德'],1298909,8.2,40,魔鬼代言人,https://movie.douban.com/subject/1298909/
"['汤姆·克鲁斯', '妮可·基德曼', '麦迪逊·埃金顿', '西德尼·波拉克', '托德·菲尔德']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2159371501.jpg,700,1000,['斯坦利·库布里克'],1300275,7.7,40,大开眼戒,https://movie.douban.com/subject/1300275/
"['布拉德·皮特', '乔纳·希尔', '菲利普·塞默·霍夫曼', '罗宾·怀特', '克里斯·帕拉特']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1393286611.jpg,1013,1500,['贝尼特·米勒'],3023164,8.2,40,点球成金,https://movie.douban.com/subject/3023164/
"['凯文·科斯特纳', '玛丽·麦克唐纳', '格雷厄姆·格林']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p499158228.jpg,500,712,['凯文·科斯特纳'],1293764,8.9,45,与狼共舞,https://movie.douban.com/subject/1293764/
"['克里斯蒂安·贝尔', '布莱德利·库珀', '艾米·亚当斯', '杰瑞米·雷纳', '詹妮弗·劳伦斯']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2188108927.jpg,2300,3220,['大卫·O·拉塞尔'],6873657,6.7,35,美国骗局,https://movie.douban.com/subject/6873657/
"['李冰冰', '全智贤', '姜武', '邬君梅', '休·杰克曼']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1263875538.jpg,1365,2048,['王颖'],4135434,5.7,30,雪花秘扇,https://movie.douban.com/subject/4135434/
"['梅丽尔·斯特里普', '罗伯特·雷德福', '克劳斯·马利亚·布朗道尔', '迈克尔·基臣']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910907281.jpg,1014,1500,['西德尼·波拉克'],1291840,8.5,45,走出非洲,https://movie.douban.com/subject/1291840/
"['艾恩·贝利', '小克利夫顿·克林斯', '威尔·坎普', '方·基默', '约翰尼·李·米勒']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p854543139.jpg,500,714,['雷尼·哈林'],1309064,7.5,40,八面埋伏,https://movie.douban.com/subject/1309064/
"['艾瑞克·巴纳', '詹妮弗·康纳利', '山姆·艾里奥特', '乔什·卢卡斯', '尼克·诺特']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2407903929.jpg,1100,1571,['李安'],1307354,6.6,35,绿巨人浩克,https://movie.douban.com/subject/1307354/
"['罗伯特·德尼罗', '凯特·贝金赛尔', '山姆·洛克威尔', '德鲁·巴里摩尔', '凯瑟琳·莫宁']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1217133544.jpg,568,857,['柯克·琼斯'],3041749,8.6,45,天伦之旅,https://movie.douban.com/subject/3041749/
"['莱昂纳多·迪卡普里奥', '凯特·布兰切特', '凯特·贝金赛尔', '约翰·C·赖利', '亚历克·鲍德温']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2215458280.jpg,2295,3222,['马丁·斯科塞斯'],1309070,7.9,40,飞行家,https://movie.douban.com/subject/1309070/
"['约瑟夫·高登-莱维特', '本·金斯利', '夏洛特·勒·邦', '詹姆斯·戴尔', '克莱门特·史鲍尼']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2309200993.jpg,1984,2976,['罗伯特·泽米吉斯'],25819229,7.5,40,云中行走,https://movie.douban.com/subject/25819229/
"['马特·达蒙', '朱迪·福斯特', '沙尔托·科普雷', '艾莉丝·布拉加', '迭戈·卢纳']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2091268902.jpg,4900,7000,['尼尔·布洛姆坎普'],4116481,6.2,30,极乐空间,https://movie.douban.com/subject/4116481/
"['汤姆·汉克斯', '巴克德·阿巴蒂', '巴哈德·阿布迪', '法塞尔·阿迈德', '马哈特·M·阿里']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2123694000.jpg,2025,3000,['保罗·格林格拉斯'],4116480,8.1,40,菲利普船长,https://movie.douban.com/subject/4116480/
"['阿里克斯·弗罗斯特', '约翰·罗宾森', '埃里克·德伦', '伊里斯·麦康利']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1156027521.jpg,2484,3546,['格斯·范·桑特'],1292272,7.8,40,大象,https://movie.douban.com/subject/1292272/
"['乔治·克鲁尼', '约翰·马尔科维奇', '蒂尔达·斯文顿', '弗兰西斯·麦克多蒙德', '布拉德·皮特']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p791820195.jpg,800,1181,"['伊桑·科恩', '乔尔·科恩']",2054933,7.1,35,阅后即焚,https://movie.douban.com/subject/2054933/
"['罗素·克劳', '伊丽莎白·班克斯', '泰·辛普金斯', '奥利维亚·王尔德', '连姆·尼森']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p657278407.jpg,1600,2370,['保罗·哈吉斯'],3808604,7.9,40,危情三日,https://movie.douban.com/subject/3808604/
"['罗伯特·德尼罗', '雷·利奥塔', '乔·佩西', '洛南·布雷科', '保罗·索维诺']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1403069323.jpg,1610,2404,['马丁·斯科塞斯'],1292268,8.3,40,好家伙,https://movie.douban.com/subject/1292268/
"['休·杰克曼', '杰克·吉伦哈尔', '维奥拉·戴维斯', '玛丽亚·贝罗', '泰伦斯·霍华德']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2119799056.jpg,3375,5000,['丹尼斯·维伦纽瓦'],3592859,8.0,40,囚徒,https://movie.douban.com/subject/3592859/
"['马龙·白兰度', '马丁·辛', '罗伯特·杜瓦尔', '弗雷德里克·福瑞斯特', '山姆·伯顿斯']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2501047088.jpg,1485,2109,['弗朗西斯·福特·科波拉'],1292260,8.4,40,现代启示录,https://movie.douban.com/subject/1292260/
"['安东尼奥·班德拉斯', '安吉丽娜·朱莉', '托马斯·简', '杰克·汤普森', 'Allison Mackie']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1740604590.jpg,1000,1500,['迈克尔·克里斯托弗'],1302303,7.4,35,原罪,https://movie.douban.com/subject/1302303/
"['艾玛·斯通', '维奥拉·戴维斯', '布莱丝·达拉斯·霍华德', '奥克塔维亚·斯宾瑟', '杰西卡·查斯坦']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1225179026.jpg,2025,3000,['泰特·泰勒'],3792848,8.8,45,相助,https://movie.douban.com/subject/3792848/
"['艾米莉·布朗特', '本尼西奥·德尔·托罗', '乔什·布洛林', '维克多·加博', '乔·博恩瑟']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2263976596.jpg,3900,5850,['丹尼斯·维伦纽瓦'],25881247,7.5,40,边境杀手,https://movie.douban.com/subject/25881247/
"['哈里森·福特', '加里·奥德曼', '格伦·克洛斯', '温迪·古逊', '利塞尔·马修斯']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2143835662.jpg,656,972,['沃尔夫冈·彼德森'],1293537,7.5,40,空军一号,https://movie.douban.com/subject/1293537/
"['丹尼尔·戴-刘易斯', '朱丽叶·比诺什', '莉娜·奥琳', '德雷克·德·林特', '厄兰·约瑟夫森']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910915447.jpg,396,596,['菲利普·考夫曼'],1291859,8.1,40,布拉格之恋,https://movie.douban.com/subject/1291859/
"['奥黛丽·塔图', '加斯帕德·尤利尔', '多米尼克·皮侬', '安德烈·杜索里埃', '迪基·奥尔加多']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p803957472.jpg,600,800,['让-皮埃尔·热内'],1292234,8.1,40,漫长的婚约,https://movie.douban.com/subject/1292234/
"['艾玛·罗伯茨', '莱西·艾尼斯沃斯', '谢尔碧·杨', '约翰尼·帕卡', '艾丹·奎因']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p771739576.jpg,498,684,['尼克·摩尔'],2251924,7.1,35,野孩子,https://movie.douban.com/subject/2251924/
"['罗伊·沙伊德尔', '罗伯特·肖', '理查德·德莱弗斯', '洛兰·加里', '莫瑞·汉密尔顿']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189845463.jpg,988,1500,['史蒂文·斯皮尔伯格'],1294941,7.7,40,大白鲨,https://movie.douban.com/subject/1294941/
"['奥逊·威尔斯', '约瑟夫·科顿', '多萝西·康明戈尔', '阿格妮丝·摩尔海德']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2111252759.jpg,400,556,['奥逊·威尔斯'],1292288,8.6,45,公民凯恩,https://movie.douban.com/subject/1292288/
"['扎克·埃夫隆', '凡妮莎·哈金斯', '阿什丽·提斯代尔', '科宾·布鲁', '巴特·约翰逊']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p585329608.jpg,1250,1851,['肯尼·奥特加'],2215609,7.3,35,歌舞青春3：毕业季,https://movie.douban.com/subject/2215609/
"['保罗·沃克', '布鲁斯·格林伍德', '穆恩·布拉得古德', '温迪·古逊', '贾森·比格斯']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p687048224.jpg,1012,1500,['弗兰克·马歇尔'],1477448,8.6,45,南极大冒险,https://movie.douban.com/subject/1477448/
"['克斯汀·邓斯特', '詹森·舒瓦兹曼', '朱迪·戴维斯', '雷普·汤恩', '萝丝·拜恩']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p735421206.jpg,1298,1929,['索菲亚·科波拉'],1476023,6.7,35,绝代艳后,https://movie.douban.com/subject/1476023/
"['凯文·史派西', '杰夫·布里吉斯', '玛丽·麦克科马克', '阿尔法·伍达德', '大卫·帕特里克·凯利']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792526748.jpg,1566,2200,['伊恩·索夫特雷'],1306607,8.5,45,K星异客,https://movie.douban.com/subject/1306607/
"['奥黛丽·赫本', '雷克斯·哈里森', '斯坦利·霍洛威', '杰瑞米·布雷特', '维尔弗雷德·海德-怀特']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p842376184.jpg,599,850,['乔治·库克'],1297965,8.0,40,窈窕淑女,https://movie.douban.com/subject/1297965/
"['朱迪·福斯特', '马修·麦康纳', '吉娜·马隆', '大卫·摩斯', '威廉·菲德内尔']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453499268.jpg,509,755,['罗伯特·泽米吉斯'],1295647,8.3,40,超时空接触,https://movie.douban.com/subject/1295647/
"['杰夫·布里吉斯', '海莉·斯坦菲尔德', '马特·达蒙', '乔什·布洛林', '巴里·佩珀']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1046956087.jpg,1000,1481,"['乔尔·科恩', '伊桑·科恩']",3626372,8.1,40,大地惊雷,https://movie.douban.com/subject/3626372/
"['妮可·基德曼', '帕斯·贝加', '米洛·文堤米利亚', '蒂姆·罗斯', '帕克·波西']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2185958530.jpg,2000,2954,['奥利维埃·达昂'],10450713,6.7,35,摩纳哥王妃,https://movie.douban.com/subject/10450713/
"['瑞凡·菲尼克斯', '威尔·惠顿', '科里·费尔德曼', '杰瑞·奥康奈尔', '约翰·库萨克']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1979379460.jpg,400,600,['罗伯·莱纳'],1292925,8.9,45,伴我同行,https://movie.douban.com/subject/1292925/
"['谢琳·伍德蕾', '安塞尔·艾尔高特', '威廉·达福', '纳特·沃尔夫', '劳拉·邓恩']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2197680919.jpg,1372,2032,['约什·布恩'],22733673,7.8,40,星运里的错,https://movie.douban.com/subject/22733673/
"['查理·卓别林', '弗吉尼亚·切瑞尔', '佛罗伦斯·李', '亨利·伯格曼', '珍·哈露']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2099815842.jpg,412,580,['查理·卓别林'],1293908,9.2,45,城市之光,https://movie.douban.com/subject/1293908/
"['约翰尼·德普', '克里斯蒂安·贝尔', '玛丽昂·歌迪亚', '比利·克鲁德普', '吉奥瓦尼·瑞比西']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p825100239.jpg,540,800,['迈克尔·曼'],2369549,7.4,35,公众之敌,https://movie.douban.com/subject/2369549/
"['汤姆·汉克斯', '马克·里朗斯', '斯科特· 谢泼德', '艾米·莱安', '塞巴斯蒂安·科赫']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2247974249.jpg,1382,2048,['史蒂文·斯皮尔伯格'],25908051,8.0,40,间谍之桥,https://movie.douban.com/subject/25908051/
"['罗伯特·帕丁森', '艾米莉·德瑞文', '皮尔斯·布鲁斯南', '克里斯·库珀', '玛莎·普林顿']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p502662220.jpg,1012,1500,['Allen Coulter'],3626365,7.3,35,记住我,https://movie.douban.com/subject/3626365/
"['乔什·哈切森', '安娜索菲亚·罗伯', '佐伊·丹斯切尔', '罗伯特·帕特里克', '拜莉·麦迪逊']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p713363828.jpg,5408,8007,['嘉柏·丘波'],1860745,7.8,40,仙境之桥,https://movie.douban.com/subject/1860745/
"['莱昂纳多·迪卡普里奥', '克莱尔·丹妮丝', '约翰·雷吉扎莫', '哈罗德·佩里诺', '皮特·波斯尔思韦特']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1663002649.jpg,1000,1500,['巴兹·鲁赫曼'],1306154,7.3,35,罗密欧与朱丽叶,https://movie.douban.com/subject/1306154/
['Cindy Baer'],https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2114961370.jpg,4051,6000,"['凯文·麦克唐纳', 'Natalia Andreadis']",5387041,8.8,45,浮生一日,https://movie.douban.com/subject/5387041/
"['罗宾·威廉姆斯', '艾伯丝·戴维兹', '山姆·尼尔', '奥利弗·普莱特', '绮尔斯腾·瓦伦']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2195410751.jpg,2036,3000,['克里斯·哥伦布'],1292529,8.5,45,机器管家,https://movie.douban.com/subject/1292529/
"['伊万·麦克格雷格', '瑞恩·高斯林', '娜奥米·沃茨', '凯特·伯顿', '伊莉莎白·里瑟']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p637972624.jpg,510,755,['马克·福斯特'],1432180,7.5,40,生死停留,https://movie.douban.com/subject/1432180/
